Date,Location,Country,Sea Level Rise
29:35.7,Port Danielhaven,Georgia,0.3941969552594804
39:19.0,Silvaburgh,Western Sahara,-1.054486927
49:02.2,East Christy,Taiwan,0.12426369729557116
58:45.5,Port Noah,Cayman Islands,0.3165275896421929
08:28.7,New Deborahfurt,Monaco,-0.286868065
18:12.0,South Mistyburgh,El Salvador,-0.520818658
27:55.2,Port Jasonburgh,Lesotho,-1.908513498
37:38.5,Bryantside,Morocco,-1.894659612
47:21.8,Sarahside,Bosnia and Herzegovina,0.9971139740207084
57:05.0,Baileymouth,Solomon Islands,-0.444421149
06:48.3,South Cameronberg,Fiji,-0.283143791
16:31.5,Port Stephen,Estonia,0.6677058223276001
26:14.8,Sanchezbury,Tanzania,0.9962588205138753
35:58.1,Lake Bradleyhaven,Armenia,0.34265339297830083
45:41.3,Alejandroside,Panama,0.4625246568407489
55:24.6,Mollyhaven,Bangladesh,-1.914651069
05:07.8,Hoganview,China,-0.386739129
14:51.1,Cartermouth,Pakistan,-1.407360661
24:34.3,Port Michaelport,Azerbaijan,0.44948968467701755
34:17.6,Stephaniemouth,Namibia,0.35090227699542015
44:00.9,New Robert,Zimbabwe,-0.505803126
53:44.1,Lake Wayne,Equatorial Guinea,-0.043643934
03:27.4,Knightchester,Wallis and Futuna,1.5711138009456591
13:10.6,Michaeltown,Faroe Islands,0.5519676830046637
22:53.9,Garnerport,Reunion,-0.756985108
32:37.2,New Ryanville,Barbados,-0.28062578
42:20.4,Jenniferfurt,Cote d'Ivoire,0.5022428392809412
52:03.7,Maxwellview,Nepal,-0.025500713
01:46.9,East Courtneyberg,Guadeloupe,1.366633149
11:30.2,East Marissaside,Indonesia,0.3956238579764493
21:13.4,Matthewport,Iran,1.3108178955594632
30:56.7,Port Timothychester,Romania,0.28896889906933076
40:40.0,Teresaview,Japan,0.4935169396482027
50:23.2,Phammouth,Mexico,-0.200677288
00:06.5,Fosterchester,Antarctica (the territory South of 60 deg S),-0.049255268
09:49.7,West Anntown,Costa Rica,-1.52781956
19:33.0,Stevenfurt,Western Sahara,0.44324407564491286
29:16.3,South Jeffreyfort,Yemen,-2.123724256
38:59.5,Evanstad,Germany,-0.599464371
48:42.8,Lake Cindyton,Papua New Guinea,0.00292919
58:26.0,New Samantha,Zimbabwe,-0.756106557
08:09.3,North Joseph,Romania,1.5937250632221196
17:52.5,West Rachel,Chad,1.5557490362713473
27:35.8,Martinhaven,Senegal,-2.179743412
37:19.1,New Meghan,Puerto Rico,-0.944688287
47:02.3,Port Jeffreyshire,Zimbabwe,1.6160317749153248
56:45.6,Joelburgh,Italy,2.4123663710765832
06:28.8,West Barbaratown,Chile,1.0701450698053612
16:12.1,Sarahshire,Sierra Leone,-1.514054782
25:55.4,Harrisfurt,Djibouti,-1.037806123
35:38.6,North Stephanie,Japan,1.188128252702205
45:21.9,Watersberg,Nicaragua,0.8742076462669576
55:05.1,Vasquezmouth,Grenada,-0.822554861
04:48.4,West Joshuaborough,Jordan,0.7856671636103819
14:31.6,North Wesleybury,Saint Barthelemy,-0.987640445
24:14.9,New Austinchester,Uzbekistan,-0.324581901
33:58.2,Castilloview,Estonia,0.3113822330980206
43:41.4,Port Tracyside,Taiwan,1.4032756908174797
53:24.7,Katherineport,Puerto Rico,0.050752694108513005
03:07.9,Kathyfurt,Bulgaria,-1.363331065
12:51.2,Anthonychester,Heard Island and McDonald Islands,1.4010510678848045
22:34.5,New Dustin,Falkland Islands (Malvinas),1.800003356283352
32:17.7,Port Kelly,Ecuador,-0.624933727
42:01.0,Josephmouth,South Georgia and the South Sandwich Islands,-0.196619319
51:44.2,Brownstad,American Samoa,-0.22161725
01:27.5,Gutierreztown,Equatorial Guinea,0.8304118755563437
11:10.7,East Katherine,Nicaragua,0.4473487895332925
20:54.0,Scottmouth,Bouvet Island (Bouvetoya),-1.133872091
30:37.3,Leside,Gabon,-0.474576096
40:20.5,Stephanieland,United Arab Emirates,0.43474722342046296
50:03.8,Thomashaven,Nauru,0.1771518671990587
59:47.0,Port Paigeborough,Bosnia and Herzegovina,-0.442403797
09:30.3,New Kathytown,Norway,1.1897096285778503
19:13.6,East Karen,Tuvalu,0.4435255610681449
28:56.8,Staffordton,Honduras,-0.003476981
38:40.1,Marcmouth,Cook Islands,0.14113575402491643
48:23.3,Jarvisview,Hungary,-0.242093467
58:06.6,Jonesview,Malta,0.6097775474706276
07:49.8,Gomezside,Iran,-0.914986024
17:33.1,New Tracifort,Guernsey,1.2717530297118917
27:16.4,Nicholsonland,Chile,0.6726415392033491
36:59.6,New Peterville,Cape Verde,2.240063659888739
46:42.9,South Brandonmouth,Botswana,1.5012311605261164
56:26.1,New Justin,Lao People's Democratic Republic,1.0945067010913687
06:09.4,Howardfurt,Marshall Islands,1.2182801006998147
15:52.7,Williamsmouth,Solomon Islands,-1.419052011
25:35.9,Lynnborough,Gabon,0.3325840097469094
35:19.2,Johnsontown,Svalbard & Jan Mayen Islands,0.8648319444975793
45:02.4,Briantown,Norway,0.7127278655103797
54:45.7,Hamiltonstad,Haiti,1.4595237769076386
04:28.9,Paulview,British Virgin Islands,-1.454660405
14:12.2,Dannyview,Australia,0.7320715124776035
23:55.5,West Davidberg,Comoros,-0.702870359
33:38.7,Port Kimberlyborough,Sri Lanka,0.9460408763469473
43:22.0,Stewartburgh,Nepal,0.006773015
53:05.2,Davidville,Western Sahara,1.183812085420011
02:48.5,Lake Heather,India,-1.081892376
12:31.8,Veronicabury,Algeria,-0.157957156
22:15.0,South Nicoleberg,Taiwan,1.453284848348219
31:58.3,West Alyssa,French Polynesia,-1.484879737
41:41.5,North Valerieport,Bouvet Island (Bouvetoya),-1.842873235
51:24.8,Stephanieborough,Bolivia,0.4601162917635011
01:08.0,North Joseph,China,-0.71034675
10:51.3,Lake Carla,Australia,0.29476972608011576
20:34.6,East Vincent,Honduras,-0.703379775
30:17.8,East Natalie,Liberia,1.2533845020695304
40:01.1,West Faith,Congo,-0.438887193
49:44.3,North Jameshaven,Saint Lucia,-2.188177979
59:27.6,Danielport,Canada,-0.835888569
09:10.9,East Jaimefort,Turkmenistan,-0.245091797
18:54.1,Ellisshire,Canada,-0.159359374
28:37.4,South Marvin,United Kingdom,-0.044553224
38:20.6,East Eric,Mozambique,-0.441337104
48:03.9,Sanfordland,Greenland,0.8793429506476039
57:47.1,Jaredmouth,Solomon Islands,-0.461354797
07:30.4,Lake William,Saudi Arabia,0.6145576008072813
17:13.7,Grantview,Western Sahara,0.39660325405062935
26:56.9,Lake Gregory,Liberia,-0.502250754
36:40.2,Port Matthewfort,Burkina Faso,-2.408251049
46:23.4,West Reginachester,Romania,0.41784444758965744
56:06.7,Samanthatown,Zambia,-0.81935155
05:50.0,Lake Scott,Hungary,-0.206463592
15:33.2,Samueltown,Norway,-1.241119752
25:16.5,Allenville,Tanzania,0.6003323325974889
34:59.7,Hamiltonburgh,Barbados,-0.865776971
44:43.0,North Kenneth,Colombia,0.5494051216025518
54:26.2,West Scottborough,Nigeria,-0.969898988
04:09.5,Taylorberg,Finland,-0.485129486
13:52.8,Robertville,Jordan,0.043030052
23:36.0,Port Leahmouth,Iraq,-0.14813039
33:19.3,West Jennifer,Ghana,0.38648439988121286
43:02.5,Hessville,Brunei Darussalam,1.2760516110357136
52:45.8,Myersmouth,Hungary,-2.031219213
02:29.1,Cruzview,Netherlands Antilles,-1.965870376
12:12.3,East Darleneside,Monaco,0.017675705
21:55.6,Port Joshuamouth,Ireland,1.2495811369876901
31:38.8,Richardsonchester,Georgia,-0.585748766
41:22.1,South Shannon,Cayman Islands,-1.253380207
51:05.3,West Bridgetborough,Marshall Islands,0.2065056091736839
00:48.6,Maryberg,Taiwan,1.444155963482022
10:31.9,Sharpfurt,Azerbaijan,-0.393589076
20:15.1,Katiestad,Argentina,1.1172873163483303
29:58.4,East Kaylee,Iceland,-1.473870338
39:41.6,East Megan,United States Virgin Islands,1.7282725265164385
49:24.9,Martinezfort,Lesotho,0.6277476448607249
59:08.2,Rosechester,Vanuatu,-2.242503148
08:51.4,North Juan,Myanmar,-0.539260356
18:34.7,Johnsonchester,Nicaragua,-0.119021939
28:17.9,East Elizabeth,Mexico,-0.32725188
38:01.2,Mooreville,Anguilla,-0.062257148
47:44.4,Port Deanshire,Bulgaria,-0.329729043
57:27.7,Calderonport,Eritrea,0.37930083643120655
07:11.0,Calvinland,United Arab Emirates,0.7332914346950289
16:54.2,West Scottmouth,Bangladesh,-0.100345287
26:37.5,New Sonyabury,Peru,-0.958238296
36:20.7,North Janetberg,Kenya,1.120179738894222
46:04.0,Lake Leahburgh,Congo,-0.464692077
55:47.3,Michaelville,Saint Martin,-1.117815865
05:30.5,North Cynthiaborough,Bouvet Island (Bouvetoya),0.6186409231460114
15:13.8,Williamsland,South Georgia and the South Sandwich Islands,0.3199702788882501
24:57.0,New Marcoborough,Holy See (Vatican City State),1.028609576841878
34:40.3,North Pedro,New Caledonia,-0.533139425
44:23.5,Lake Steve,Iran,0.099203984
54:06.8,East Aimee,Peru,-0.588210117
03:50.1,Duranfort,Singapore,0.5224026630125335
13:33.3,West Lorraineland,Jersey,-0.175424288
23:16.6,Butlerstad,Christmas Island,0.9580687956828112
32:59.8,Robertsonburgh,Cayman Islands,-0.026033923
42:43.1,Harrisside,China,0.3693991198427054
52:26.4,New Savannahmouth,Libyan Arab Jamahiriya,-0.211265502
02:09.6,Kellyside,Liberia,0.12209937671704346
11:52.9,East Catherinestad,Philippines,-0.813801891
21:36.1,North Phillip,Ireland,0.45096143909786035
31:19.4,Ashleychester,Algeria,0.6186139423888797
41:02.6,Lake Lisaside,Germany,-0.881857945
50:45.9,Smithhaven,Guernsey,-0.757047982
00:29.2,Davenportfort,Sierra Leone,0.060569103253778706
10:12.4,Johnathanfort,Romania,-0.010985522
19:55.7,West Donnafort,Honduras,-2.694352429
29:38.9,Hardyview,Georgia,-1.140564734
39:22.2,Edwardmouth,Norfolk Island,0.6284918869707727
49:05.5,Port Marie,Bosnia and Herzegovina,0.5079731135123149
58:48.7,Whitemouth,Guernsey,-1.15582327
08:32.0,North Timothyfort,Uganda,1.409055730693974
18:15.2,Port Colleen,Montserrat,1.2980011985065212
